year,month,day,hour,minute,second,millisecond,value
2016,9,12,12,0,0,324,-0.11
2016,9,12,12,0,0,328,-0.105
2016,9,12,12,0,0,332,-0.115
2016,9,12,12,0,0,336,-0.11
2016,9,12,12,0,0,340,-0.11
2016,9,12,12,0,0,344,-0.07
2016,9,12,12,0,0,348,-0.1
2016,9,12,12,0,0,352,-0.09
2016,9,12,12,0,0,356,-0.12
2016,9,12,12,0,0,360,-0.115
2016,9,12,12,0,0,364,-0.1
2016,9,12,12,0,0,368,-0.1
2016,9,12,12,0,0,372,-0.08
2016,9,12,12,0,0,376,-0.085
2016,9,12,12,0,0,380,-0.075
2016,9,12,12,0,0,384,-0.07
2016,9,12,12,0,0,388,-0.075
2016,9,12,12,0,0,392,-0.06
2016,9,12,12,0,0,396,-0.005
2016,9,12,12,0,0,400,0.01
2016,9,12,12,0,0,404,0.055
2016,9,12,12,0,0,408,0.1
2016,9,12,12,0,0,412,0.2
2016,9,12,12,0,0,416,0.23
2016,9,12,12,0,0,420,0.22
2016,9,12,12,0,0,424,0.11
2016,9,12,12,0,0,428,-0.025
2016,9,12,12,0,0,432,-0.3
2016,9,12,12,0,0,436,-0.615
2016,9,12,12,0,0,440,-0.77
2016,9,12,12,0,0,444,-0.795
2016,9,12,12,0,0,448,-0.685
2016,9,12,12,0,0,452,-0.53
2016,9,12,12,0,0,456,-0.365
2016,9,12,12,0,0,460,-0.22
2016,9,12,12,0,0,464,-0.12
2016,9,12,12,0,0,468,-0.105
2016,9,12,12,0,0,472,-0.095
2016,9,12,12,0,0,476,-0.055
2016,9,12,12,0,0,480,-0.065
2016,9,12,12,0,0,484,-0.08
2016,9,12,12,0,0,488,-0.06
2016,9,12,12,0,0,492,-0.025
2016,9,12,12,0,0,496,-0.06
2016,9,12,12,0,0,500,-0.05
2016,9,12,12,0,0,504,-0.055
2016,9,12,12,0,0,508,-0.04
2016,9,12,12,0,0,512,-0.05
2016,9,12,12,0,0,516,-0.06
2016,9,12,12,0,0,520,-0.065
2016,9,12,12,0,0,524,-0.06
2016,9,12,12,0,0,528,-0.06
2016,9,12,12,0,0,532,-0.075
2016,9,12,12,0,0,536,-0.05
2016,9,12,12,0,0,540,-0.05
2016,9,12,12,0,0,544,-0.06
2016,9,12,12,0,0,548,-0.045
2016,9,12,12,0,0,552,-0.05
2016,9,12,12,0,0,556,-0.04
2016,9,12,12,0,0,560,-0.04
2016,9,12,12,0,0,564,-0.06
2016,9,12,12,0,0,568,-0.05
2016,9,12,12,0,0,572,-0.05
2016,9,12,12,0,0,576,-0.03
2016,9,12,12,0,0,580,-0.025
2016,9,12,12,0,0,584,-0.05
2016,9,12,12,0,0,588,-0.02
2016,9,12,12,0,0,592,-0.025
2016,9,12,12,0,0,596,-0.02
2016,9,12,12,0,0,600,-0.01
2016,9,12,12,0,0,604,-0.02
2016,9,12,12,0,0,608,-0.03
2016,9,12,12,0,0,612,-0.02
2016,9,12,12,0,0,616,0.005
2016,9,12,12,0,0,620,-0.015
2016,9,12,12,0,0,624,-0.02
2016,9,12,12,0,0,628,-0.01
2016,9,12,12,0,0,632,0
2016,9,12,12,0,0,636,-0.02
2016,9,12,12,0,0,640,-0.01
2016,9,12,12,0,0,644,-0.015
2016,9,12,12,0,0,648,-0.04
2016,9,12,12,0,0,652,-0.04
2016,9,12,12,0,0,656,-0.025
2016,9,12,12,0,0,660,-0.03
2016,9,12,12,0,0,664,-0.035
2016,9,12,12,0,0,668,-0.03
2016,9,12,12,0,0,672,-0.04
2016,9,12,12,0,0,676,-0.02
2016,9,12,12,0,0,680,-0.03
2016,9,12,12,0,0,684,-0.04
2016,9,12,12,0,0,688,-0.035
2016,9,12,12,0,0,692,-0.03
2016,9,12,12,0,0,696,-0.035
2016,9,12,12,0,0,700,-0.025
2016,9,12,12,0,0,704,-0.035
2016,9,12,12,0,0,708,-0.045
2016,9,12,12,0,0,712,-0.03
2016,9,12,12,0,0,716,-0.05
2016,9,12,12,0,0,720,-0.06
2016,9,12,12,0,0,724,-0.08
2016,9,12,12,0,0,728,-0.08
2016,9,12,12,0,0,732,-0.07
2016,9,12,12,0,0,736,-0.06
2016,9,12,12,0,0,740,-0.07
2016,9,12,12,0,0,744,-0.07
2016,9,12,12,0,0,748,-0.07
2016,9,12,12,0,0,752,-0.095
2016,9,12,12,0,0,756,-0.08
2016,9,12,12,0,0,760,-0.085
2016,9,12,12,0,0,764,-0.09
2016,9,12,12,0,0,768,-0.09
2016,9,12,12,0,0,772,-0.11
2016,9,12,12,0,0,776,-0.095
2016,9,12,12,0,0,780,-0.09
2016,9,12,12,0,0,784,-0.075
2016,9,12,12,0,0,788,-0.08
2016,9,12,12,0,0,792,-0.1
2016,9,12,12,0,0,796,-0.095
2016,9,12,12,0,0,800,-0.085
2016,9,12,12,0,0,804,-0.095
2016,9,12,12,0,0,808,-0.06
2016,9,12,12,0,0,812,-0.095
2016,9,12,12,0,0,816,-0.075
2016,9,12,12,0,0,820,-0.09
2016,9,12,12,0,0,824,-0.07
2016,9,12,12,0,0,828,-0.08
2016,9,12,12,0,0,832,-0.075
2016,9,12,12,0,0,836,-0.075
2016,9,12,12,0,0,840,-0.06
2016,9,12,12,0,0,844,-0.06
2016,9,12,12,0,0,848,-0.08
2016,9,12,12,0,0,852,-0.07
2016,9,12,12,0,0,856,-0.09
2016,9,12,12,0,0,860,-0.065
2016,9,12,12,0,0,864,-0.07
2016,9,12,12,0,0,868,-0.07
2016,9,12,12,0,0,872,-0.07
2016,9,12,12,0,0,876,-0.07
2016,9,12,12,0,0,880,-0.08
2016,9,12,12,0,0,884,-0.06
2016,9,12,12,0,0,888,-0.065
2016,9,12,12,0,0,892,-0.085
2016,9,12,12,0,0,896,-0.065
2016,9,12,12,0,0,900,-0.08
2016,9,12,12,0,0,904,-0.075
2016,9,12,12,0,0,908,-0.08
2016,9,12,12,0,0,912,-0.085
2016,9,12,12,0,0,916,-0.075
2016,9,12,12,0,0,920,-0.085
2016,9,12,12,0,0,924,-0.075
2016,9,12,12,0,0,928,-0.065
2016,9,12,12,0,0,932,-0.065
2016,9,12,12,0,0,936,-0.08
2016,9,12,12,0,0,940,-0.07
2016,9,12,12,0,0,944,-0.08
2016,9,12,12,0,0,948,-0.07
2016,9,12,12,0,0,952,-0.07
2016,9,12,12,0,0,956,-0.075
2016,9,12,12,0,0,960,-0.06
2016,9,12,12,0,0,964,-0.035
2016,9,12,12,0,0,968,-0.05
2016,9,12,12,0,0,972,-0.08
2016,9,12,12,0,0,976,-0.065
2016,9,12,12,0,0,980,-0.07
2016,9,12,12,0,0,984,-0.055
2016,9,12,12,0,0,988,-0.04
2016,9,12,12,0,0,992,-0.045
2016,9,12,12,0,0,996,-0.055
2016,9,12,12,0,1,0,-0.04
2016,9,12,12,0,1,4,-0.05
2016,9,12,12,0,1,8,-0.055
2016,9,12,12,0,1,12,-0.045
2016,9,12,12,0,1,16,-0.05
2016,9,12,12,0,1,20,-0.05
2016,9,12,12,0,1,24,-0.045
2016,9,12,12,0,1,28,-0.055
2016,9,12,12,0,1,32,-0.04
2016,9,12,12,0,1,36,-0.04
2016,9,12,12,0,1,40,-0.045
2016,9,12,12,0,1,44,-0.05
2016,9,12,12,0,1,48,-0.055
2016,9,12,12,0,1,52,-0.065
2016,9,12,12,0,1,56,-0.04
2016,9,12,12,0,1,60,-0.06
2016,9,12,12,0,1,64,-0.06
2016,9,12,12,0,1,68,-0.045
2016,9,12,12,0,1,72,-0.075
2016,9,12,12,0,1,76,-0.065
2016,9,12,12,0,1,80,-0.07
2016,9,12,12,0,1,84,-0.08
2016,9,12,12,0,1,88,-0.095
2016,9,12,12,0,1,92,-0.085
2016,9,12,12,0,1,96,-0.075
2016,9,12,12,0,1,100,-0.095
2016,9,12,12,0,1,104,-0.105
2016,9,12,12,0,1,108,-0.085
2016,9,12,12,0,1,112,-0.085
2016,9,12,12,0,1,116,-0.09
2016,9,12,12,0,1,120,-0.105
2016,9,12,12,0,1,124,-0.085
2016,9,12,12,0,1,128,-0.11
2016,9,12,12,0,1,132,-0.1
2016,9,12,12,0,1,136,-0.09
2016,9,12,12,0,1,140,-0.08
2016,9,12,12,0,1,144,-0.095
2016,9,12,12,0,1,148,-0.085
2016,9,12,12,0,1,152,-0.085
2016,9,12,12,0,1,156,-0.055
2016,9,12,12,0,1,160,-0.055
2016,9,12,12,0,1,164,-0.04
2016,9,12,12,0,1,168,-0.03
2016,9,12,12,0,1,172,-0.055
2016,9,12,12,0,1,176,-0.04
2016,9,12,12,0,1,180,-0.045
2016,9,12,12,0,1,184,-0.03
2016,9,12,12,0,1,188,0.005
2016,9,12,12,0,1,192,0.005
2016,9,12,12,0,1,196,0.085
2016,9,12,12,0,1,200,0.17
2016,9,12,12,0,1,204,0.235
2016,9,12,12,0,1,208,0.23
2016,9,12,12,0,1,212,0.15
2016,9,12,12,0,1,216,0.01
2016,9,12,12,0,1,220,-0.21
2016,9,12,12,0,1,224,-0.5
2016,9,12,12,0,1,228,-0.755
2016,9,12,12,0,1,232,-0.825
2016,9,12,12,0,1,236,-0.775
2016,9,12,12,0,1,240,-0.64
2016,9,12,12,0,1,244,-0.48
2016,9,12,12,0,1,248,-0.325
2016,9,12,12,0,1,252,-0.215
2016,9,12,12,0,1,256,-0.135
2016,9,12,12,0,1,260,-0.115
2016,9,12,12,0,1,264,-0.08
2016,9,12,12,0,1,268,-0.1
2016,9,12,12,0,1,272,-0.09
2016,9,12,12,0,1,276,-0.06
2016,9,12,12,0,1,280,-0.065
2016,9,12,12,0,1,284,-0.065
2016,9,12,12,0,1,288,-0.075
2016,9,12,12,0,1,292,-0.04
2016,9,12,12,0,1,296,-0.045
2016,9,12,12,0,1,300,-0.07
2016,9,12,12,0,1,304,-0.09
2016,9,12,12,0,1,308,-0.07
2016,9,12,12,0,1,312,-0.05
2016,9,12,12,0,1,316,-0.05
2016,9,12,12,0,1,320,-0.04
2016,9,12,12,0,1,324,-0.055
2016,9,12,12,0,1,328,-0.04
2016,9,12,12,0,1,332,-0.025
2016,9,12,12,0,1,336,-0.04
2016,9,12,12,0,1,340,-0.055
2016,9,12,12,0,1,344,-0.045
2016,9,12,12,0,1,348,-0.055
2016,9,12,12,0,1,352,-0.06
2016,9,12,12,0,1,356,-0.065
2016,9,12,12,0,1,360,-0.045
2016,9,12,12,0,1,364,-0.04
2016,9,12,12,0,1,368,-0.06
2016,9,12,12,0,1,372,-0.04
2016,9,12,12,0,1,376,-0.04
2016,9,12,12,0,1,380,-0.04
2016,9,12,12,0,1,384,-0.025
2016,9,12,12,0,1,388,-0.035
2016,9,12,12,0,1,392,-0.03
2016,9,12,12,0,1,396,-0.025
2016,9,12,12,0,1,400,-0.04
2016,9,12,12,0,1,404,-0.015
2016,9,12,12,0,1,408,-0.015
2016,9,12,12,0,1,412,-0.03
2016,9,12,12,0,1,416,-0.015
2016,9,12,12,0,1,420,-0.015
2016,9,12,12,0,1,424,-0.015
2016,9,12,12,0,1,428,-0.015
2016,9,12,12,0,1,432,-0.005
2016,9,12,12,0,1,436,-0.005
2016,9,12,12,0,1,440,0
2016,9,12,12,0,1,444,-0.005
2016,9,12,12,0,1,448,-0.025
2016,9,12,12,0,1,452,-0.01
2016,9,12,12,0,1,456,-0.03
2016,9,12,12,0,1,460,-0.035
2016,9,12,12,0,1,464,-0.035
2016,9,12,12,0,1,468,-0.035
2016,9,12,12,0,1,472,-0.02
2016,9,12,12,0,1,476,-0.01
2016,9,12,12,0,1,480,-0.025
2016,9,12,12,0,1,484,-0.035
2016,9,12,12,0,1,488,-0.03
2016,9,12,12,0,1,492,-0.03
2016,9,12,12,0,1,496,-0.03
2016,9,12,12,0,1,500,-0.035
2016,9,12,12,0,1,504,-0.04
2016,9,12,12,0,1,508,-0.05
2016,9,12,12,0,1,512,-0.05
2016,9,12,12,0,1,516,-0.075
2016,9,12,12,0,1,520,-0.06
2016,9,12,12,0,1,524,-0.055
2016,9,12,12,0,1,528,-0.05
2016,9,12,12,0,1,532,-0.05
2016,9,12,12,0,1,536,-0.07
2016,9,12,12,0,1,540,-0.09
2016,9,12,12,0,1,544,-0.085
2016,9,12,12,0,1,548,-0.08
2016,9,12,12,0,1,552,-0.08
2016,9,12,12,0,1,556,-0.09
2016,9,12,12,0,1,560,-0.1
2016,9,12,12,0,1,564,-0.095
2016,9,12,12,0,1,568,-0.08
2016,9,12,12,0,1,572,-0.085
2016,9,12,12,0,1,576,-0.08
2016,9,12,12,0,1,580,-0.08
2016,9,12,12,0,1,584,-0.09
2016,9,12,12,0,1,588,-0.07
2016,9,12,12,0,1,592,-0.08
2016,9,12,12,0,1,596,-0.085
2016,9,12,12,0,1,600,-0.085
2016,9,12,12,0,1,604,-0.085
2016,9,12,12,0,1,608,-0.075
2016,9,12,12,0,1,612,-0.085
2016,9,12,12,0,1,616,-0.075
2016,9,12,12,0,1,620,-0.08
2016,9,12,12,0,1,624,-0.085
2016,9,12,12,0,1,628,-0.075
2016,9,12,12,0,1,632,-0.06
2016,9,12,12,0,1,636,-0.07
2016,9,12,12,0,1,640,-0.07
2016,9,12,12,0,1,644,-0.06
2016,9,12,12,0,1,648,-0.08
2016,9,12,12,0,1,652,-0.09
2016,9,12,12,0,1,656,-0.075
2016,9,12,12,0,1,660,-0.07
2016,9,12,12,0,1,664,-0.07
2016,9,12,12,0,1,668,-0.07
2016,9,12,12,0,1,672,-0.075
2016,9,12,12,0,1,676,-0.08
2016,9,12,12,0,1,680,-0.08
2016,9,12,12,0,1,684,-0.09
2016,9,12,12,0,1,688,-0.105
2016,9,12,12,0,1,692,-0.095
2016,9,12,12,0,1,696,-0.1
2016,9,12,12,0,1,700,-0.07
2016,9,12,12,0,1,704,-0.095
2016,9,12,12,0,1,708,-0.08
2016,9,12,12,0,1,712,-0.1
2016,9,12,12,0,1,716,-0.075
2016,9,12,12,0,1,720,-0.075
2016,9,12,12,0,1,724,-0.075
2016,9,12,12,0,1,728,-0.115
2016,9,12,12,0,1,732,-0.115
2016,9,12,12,0,1,736,-0.1
2016,9,12,12,0,1,740,-0.08
2016,9,12,12,0,1,744,-0.105
2016,9,12,12,0,1,748,-0.07
2016,9,12,12,0,1,752,-0.055
2016,9,12,12,0,1,756,-0.07
2016,9,12,12,0,1,760,-0.08
2016,9,12,12,0,1,764,-0.07
2016,9,12,12,0,1,768,-0.095
2016,9,12,12,0,1,772,-0.095
2016,9,12,12,0,1,776,-0.07
2016,9,12,12,0,1,780,-0.08
2016,9,12,12,0,1,784,-0.1
2016,9,12,12,0,1,788,-0.11
2016,9,12,12,0,1,792,-0.075
2016,9,12,12,0,1,796,-0.085
2016,9,12,12,0,1,800,-0.095
2016,9,12,12,0,1,804,-0.095
2016,9,12,12,0,1,808,-0.075
2016,9,12,12,0,1,812,-0.09
2016,9,12,12,0,1,816,-0.09
2016,9,12,12,0,1,820,-0.08
2016,9,12,12,0,1,824,-0.09
2016,9,12,12,0,1,828,-0.085
2016,9,12,12,0,1,832,-0.09
2016,9,12,12,0,1,836,-0.08
2016,9,12,12,0,1,840,-0.07
2016,9,12,12,0,1,844,-0.075
2016,9,12,12,0,1,848,-0.09
2016,9,12,12,0,1,852,-0.095
2016,9,12,12,0,1,856,-0.075
2016,9,12,12,0,1,860,-0.065
2016,9,12,12,0,1,864,-0.09
2016,9,12,12,0,1,868,-0.09
2016,9,12,12,0,1,872,-0.11
2016,9,12,12,0,1,876,-0.1
2016,9,12,12,0,1,880,-0.13
2016,9,12,12,0,1,884,-0.13
2016,9,12,12,0,1,888,-0.12
2016,9,12,12,0,1,892,-0.11
2016,9,12,12,0,1,896,-0.105
2016,9,12,12,0,1,900,-0.125
2016,9,12,12,0,1,904,-0.115
2016,9,12,12,0,1,908,-0.115
2016,9,12,12,0,1,912,-0.1
2016,9,12,12,0,1,916,-0.1
2016,9,12,12,0,1,920,-0.095
2016,9,12,12,0,1,924,-0.085
2016,9,12,12,0,1,928,-0.09
2016,9,12,12,0,1,932,-0.075
2016,9,12,12,0,1,936,-0.075
2016,9,12,12,0,1,940,-0.075
2016,9,12,12,0,1,944,-0.06
2016,9,12,12,0,1,948,-0.05
2016,9,12,12,0,1,952,-0.03
2016,9,12,12,0,1,956,-0.04
2016,9,12,12,0,1,960,-0.055
2016,9,12,12,0,1,964,-0.03
2016,9,12,12,0,1,968,-0.005
2016,9,12,12,0,1,972,0.015
2016,9,12,12,0,1,976,0.07
2016,9,12,12,0,1,980,0.125
2016,9,12,12,0,1,984,0.195
2016,9,12,12,0,1,988,0.22
2016,9,12,12,0,1,992,0.2
2016,9,12,12,0,1,996,0.14
2016,9,12,12,0,2,0,0.01
2016,9,12,12,0,2,4,-0.25
2016,9,12,12,0,2,8,-0.565
2016,9,12,12,0,2,12,-0.735
2016,9,12,12,0,2,16,-0.775
2016,9,12,12,0,2,20,-0.67
2016,9,12,12,0,2,24,-0.565
2016,9,12,12,0,2,28,-0.385
2016,9,12,12,0,2,32,-0.24
2016,9,12,12,0,2,36,-0.14
2016,9,12,12,0,2,40,-0.085
2016,9,12,12,0,2,44,-0.055
2016,9,12,12,0,2,48,-0.03
2016,9,12,12,0,2,52,-0.025
2016,9,12,12,0,2,56,-0.01
2016,9,12,12,0,2,60,-0.025
2016,9,12,12,0,2,64,0
2016,9,12,12,0,2,68,-0.015
2016,9,12,12,0,2,72,-0.005
2016,9,12,12,0,2,76,-0.025
2016,9,12,12,0,2,80,0
2016,9,12,12,0,2,84,-0.015
2016,9,12,12,0,2,88,-0.02
2016,9,12,12,0,2,92,-0.015
2016,9,12,12,0,2,96,-0.015
2016,9,12,12,0,2,100,-0.02
2016,9,12,12,0,2,104,-0.025
2016,9,12,12,0,2,108,-0.02
2016,9,12,12,0,2,112,-0.02
2016,9,12,12,0,2,116,-0.01
2016,9,12,12,0,2,120,0.015
2016,9,12,12,0,2,124,0
2016,9,12,12,0,2,128,0
2016,9,12,12,0,2,132,0.01
2016,9,12,12,0,2,136,0.015
2016,9,12,12,0,2,140,0.005
2016,9,12,12,0,2,144,0.04
2016,9,12,12,0,2,148,0.02
2016,9,12,12,0,2,152,0.025
2016,9,12,12,0,2,156,0.035
2016,9,12,12,0,2,160,0.02
2016,9,12,12,0,2,164,0.02
2016,9,12,12,0,2,168,0.02
2016,9,12,12,0,2,172,0.025
2016,9,12,12,0,2,176,0.035
2016,9,12,12,0,2,180,0.035
2016,9,12,12,0,2,184,0.05
2016,9,12,12,0,2,188,0.04
2016,9,12,12,0,2,192,0.02
2016,9,12,12,0,2,196,0.035
2016,9,12,12,0,2,200,0.035
2016,9,12,12,0,2,204,0.04
2016,9,12,12,0,2,208,0.04
2016,9,12,12,0,2,212,0.035
2016,9,12,12,0,2,216,0.04
2016,9,12,12,0,2,220,0.04
2016,9,12,12,0,2,224,0.04
2016,9,12,12,0,2,228,0.04
2016,9,12,12,0,2,232,0.025
2016,9,12,12,0,2,236,0.04
2016,9,12,12,0,2,240,0.025
2016,9,12,12,0,2,244,0.035
2016,9,12,12,0,2,248,0.02
2016,9,12,12,0,2,252,0.04
2016,9,12,12,0,2,256,0.04
2016,9,12,12,0,2,260,0.035
2016,9,12,12,0,2,264,0.055
2016,9,12,12,0,2,268,0.04
2016,9,12,12,0,2,272,0.05
2016,9,12,12,0,2,276,0.05
2016,9,12,12,0,2,280,0.03
2016,9,12,12,0,2,284,0.025
2016,9,12,12,0,2,288,0.035
2016,9,12,12,0,2,292,0.03
2016,9,12,12,0,2,296,0.01
2016,9,12,12,0,2,300,0.005
2016,9,12,12,0,2,304,0.01
2016,9,12,12,0,2,308,-0.02
2016,9,12,12,0,2,312,-0.015
2016,9,12,12,0,2,316,0
2016,9,12,12,0,2,320,-0.005
2016,9,12,12,0,2,324,-0.025
2016,9,12,12,0,2,328,-0.02
2016,9,12,12,0,2,332,-0.025
2016,9,12,12,0,2,336,-0.02
2016,9,12,12,0,2,340,-0.035
2016,9,12,12,0,2,344,-0.02
2016,9,12,12,0,2,348,-0.025
2016,9,12,12,0,2,352,-0.04
2016,9,12,12,0,2,356,-0.04
2016,9,12,12,0,2,360,-0.05
2016,9,12,12,0,2,364,-0.01
2016,9,12,12,0,2,368,-0.025
2016,9,12,12,0,2,372,-0.025
2016,9,12,12,0,2,376,-0.015
2016,9,12,12,0,2,380,-0.04
2016,9,12,12,0,2,384,-0.025
2016,9,12,12,0,2,388,-0.015
2016,9,12,12,0,2,392,-0.03
2016,9,12,12,0,2,396,-0.015
2016,9,12,12,0,2,400,-0.02
2016,9,12,12,0,2,404,-0.04
2016,9,12,12,0,2,408,-0.045
2016,9,12,12,0,2,412,-0.045
2016,9,12,12,0,2,416,-0.025
2016,9,12,12,0,2,420,-0.015
2016,9,12,12,0,2,424,-0.01
2016,9,12,12,0,2,428,-0.035
2016,9,12,12,0,2,432,-0.025
2016,9,12,12,0,2,436,-0.025
2016,9,12,12,0,2,440,-0.045
2016,9,12,12,0,2,444,-0.035
2016,9,12,12,0,2,448,-0.05
2016,9,12,12,0,2,452,-0.03
2016,9,12,12,0,2,456,-0.025
2016,9,12,12,0,2,460,-0.04
2016,9,12,12,0,2,464,-0.03
2016,9,12,12,0,2,468,-0.04
2016,9,12,12,0,2,472,-0.055
2016,9,12,12,0,2,476,-0.06
2016,9,12,12,0,2,480,-0.05
2016,9,12,12,0,2,484,-0.065
2016,9,12,12,0,2,488,-0.05
2016,9,12,12,0,2,492,-0.065
2016,9,12,12,0,2,496,-0.075
2016,9,12,12,0,2,500,-0.055
2016,9,12,12,0,2,504,-0.055
2016,9,12,12,0,2,508,-0.055
2016,9,12,12,0,2,512,-0.06
2016,9,12,12,0,2,516,-0.055
2016,9,12,12,0,2,520,-0.065
2016,9,12,12,0,2,524,-0.055
2016,9,12,12,0,2,528,-0.06
2016,9,12,12,0,2,532,-0.085
2016,9,12,12,0,2,536,-0.06
2016,9,12,12,0,2,540,-0.065
2016,9,12,12,0,2,544,-0.06
2016,9,12,12,0,2,548,-0.06
2016,9,12,12,0,2,552,-0.06
2016,9,12,12,0,2,556,-0.05
2016,9,12,12,0,2,560,-0.07
2016,9,12,12,0,2,564,-0.06
2016,9,12,12,0,2,568,-0.055
2016,9,12,12,0,2,572,-0.05
2016,9,12,12,0,2,576,-0.065
2016,9,12,12,0,2,580,-0.055
2016,9,12,12,0,2,584,-0.06
2016,9,12,12,0,2,588,-0.055
2016,9,12,12,0,2,592,-0.07
2016,9,12,12,0,2,596,-0.07
2016,9,12,12,0,2,600,-0.07
2016,9,12,12,0,2,604,-0.08
2016,9,12,12,0,2,608,-0.065
2016,9,12,12,0,2,612,-0.05
2016,9,12,12,0,2,616,-0.06
2016,9,12,12,0,2,620,-0.055
2016,9,12,12,0,2,624,-0.07
2016,9,12,12,0,2,628,-0.065
2016,9,12,12,0,2,632,-0.07
2016,9,12,12,0,2,636,-0.065
2016,9,12,12,0,2,640,-0.085
2016,9,12,12,0,2,644,-0.08
2016,9,12,12,0,2,648,-0.08
2016,9,12,12,0,2,652,-0.1
2016,9,12,12,0,2,656,-0.115
2016,9,12,12,0,2,660,-0.11
2016,9,12,12,0,2,664,-0.1
2016,9,12,12,0,2,668,-0.075
2016,9,12,12,0,2,672,-0.11
2016,9,12,12,0,2,676,-0.11
2016,9,12,12,0,2,680,-0.11
2016,9,12,12,0,2,684,-0.085
2016,9,12,12,0,2,688,-0.095
2016,9,12,12,0,2,692,-0.125
2016,9,12,12,0,2,696,-0.115
2016,9,12,12,0,2,700,-0.095
2016,9,12,12,0,2,704,-0.085
2016,9,12,12,0,2,708,-0.07
2016,9,12,12,0,2,712,-0.09
2016,9,12,12,0,2,716,-0.08
2016,9,12,12,0,2,720,-0.065
2016,9,12,12,0,2,724,-0.05
2016,9,12,12,0,2,728,-0.06
2016,9,12,12,0,2,732,-0.055
2016,9,12,12,0,2,736,-0.06
2016,9,12,12,0,2,740,-0.06
2016,9,12,12,0,2,744,-0.035
2016,9,12,12,0,2,748,-0.03
2016,9,12,12,0,2,752,0.015
2016,9,12,12,0,2,756,0.04
2016,9,12,12,0,2,760,0.105
2016,9,12,12,0,2,764,0.175
2016,9,12,12,0,2,768,0.255
2016,9,12,12,0,2,772,0.245
2016,9,12,12,0,2,776,0.175
2016,9,12,12,0,2,780,0.06
2016,9,12,12,0,2,784,-0.135
2016,9,12,12,0,2,788,-0.465
2016,9,12,12,0,2,792,-0.7
2016,9,12,12,0,2,796,-0.775
2016,9,12,12,0,2,800,-0.71
2016,9,12,12,0,2,804,-0.59
